,App Name,Category,Sub Category,Rating,Reviews,Installs,Price,Content Rating,Last Updated
3726,???! - ?? ??,GAME,CARD,4.362518787,3986.0,"500,000+",0,Teen,26-Mar-19
3727,Fairway Solitaire Blast,GAME,CARD,4.659950733,549953.0,"5,000,000+",0,Everyone,2-Jan-18
3730,Ski Jump Challenge,GAME,SPORTS,4.359469414,60912.0,"1,000,000+",0,Everyone,1-Feb-19
3733,BASEBALL 9,GAME,SPORTS,4.5335989,77622.0,"5,000,000+",0,Everyone,2-Apr-19
3734,Little Panda's Dream Garden,GAME,EDUCATIONAL,4.366213799,2575.0,"1,000,000+",0,Everyone,21-Mar-19
3736,Puppy Love - My Dream Pet,GAME,CASUAL,4.149185181,96444.0,"10,000,000+",0,Everyone,13-Mar-19
3737,Number Counting games for toddler preschool kids,GAME,EDUCATIONAL,4.253221512,1785.0,"1,000,000+",0,Everyone,6-Mar-19
3738,Learning games for toddlers age 3,GAME,EDUCATIONAL,4.547131062,2440.0,"500,000+",0,Everyone,30-Nov-18
3739,Educational Games for Kids,GAME,EDUCATIONAL,4.453796387,8982.0,"1,000,000+",0,Everyone,3-Apr-19
3747,Blocky Soccer,GAME,SPORTS,3.994673729,30415.0,"1,000,000+",0,Everyone,13-Nov-17
3758,Solitaire,GAME,CARD,4.56704855,11253.0,"500,000+",0,Everyone,6-Nov-18
3764,Glow Hockey,GAME,ARCADE,4.117348194,1721244.0,"100,000,000+",0,Everyone,22-Jul-18
3765,Tap Tap Dash,GAME,ARCADE,4.54617691,1086168.0,"50,000,000+",0,Everyone,22-Feb-19
3772,Color Hockey,GAME,ARCADE,4.228806973,62721.0,"10,000,000+",0,Everyone,21-Jan-19
3774,Mahjong,GAME,PUZZLE,4.508176327,68490.0,"5,000,000+",0,Everyone,1-Apr-19
3777,Educational Games 4 Kids,GAME,EDUCATIONAL,4.349943161,16757.0,"5,000,000+",0,Everyone,3-Apr-18
3778,Chess for Kids - Play & Learn,GAME,BOARD,4.132553577,3591.0,"500,000+",0,Everyone,18-Dec-18
3779,Dr. Panda Firefighters,GAME,ADVENTURE,4.044401646,518.0,"50,000+",$3.99 ,Everyone,19-Nov-15
3782,SweetLand � Family Board Game,GAME,CASUAL,4.256410122,39.0,"1,000+",$0.99 ,Everyone,14-Nov-14
3783,Learn professions,GAME,EDUCATIONAL,4.461538315,39.0,"5,000+",0,Everyone,2-Apr-16
3785,Little Fox Animal Doctor,GAME,ROLE_PLAYING,4.429824352,114.0,"10,000+",$2.49 ,Everyone,20-Sep-17
3787,DreamWorks Friends,GAME,ROLE_PLAYING,3.546105623,1117.0,"100,000+",0,Everyone,4-Aug-17
3788,Sweet Baby Girl - Dream House and Play Time,GAME,EDUCATIONAL,3.893369198,96595.0,"10,000,000+",0,Everyone,4-Mar-19
3801,Battle Hunger: Heroes of Blade & Soul - Action RPG,GAME,ROLE_PLAYING,4.5,2.0,"10,000+",0,Teen,29-Mar-19
3802,Armed Heist: Ultimate Third Person Shooting Game,GAME,ACTION,4.16140461,10167.0,"500,000+",0,Mature 17+,15-Mar-19
3803,Last Day Survival-Zombie Shooting 24H Dark Dungeon,GAME,ADVENTURE,4,1.0,"10,000+",0,Teen,11-Dec-18
3804,Clawberta,GAME,CASUAL,4.661538601,325.0,"50,000+",0,Everyone,27-Mar-19
3805,Dark Dungeon Survival -Lophis Fate Card Roguelike,GAME,CARD,4.333333492,24.0,"100,000+",0,Teen,1-Apr-19
3812,Just Fun Racing,GAME,RACING,4.366666794,30.0,"10,000+",0,Everyone,17-Feb-18
3819,Go Go Ball,GAME,ARCADE,4.294117451,17.0,"5,000+",0,Everyone,31-Mar-17
3825,??? ???????,GAME,PUZZLE,4.281737804,4419.0,"100,000+",0,Everyone,1-Dec-18
3826,Find The Differences 6,GAME,PUZZLE,4.571568489,17361.0,"1,000,000+",0,Everyone,26-Dec-18
3827,????? ??????? ???? ????,GAME,WORD,4.449680805,31340.0,"500,000+",0,Everyone,4-Feb-19
3828,???? ?????????? 3,GAME,PUZZLE,4.554600239,6282.0,"100,000+",0,Everyone,26-Nov-17
3829,Find The Differences 2,GAME,PUZZLE,4.525215149,5116.0,"100,000+",0,Everyone,23-Jul-18
3830,Find The Differences Part 8,GAME,PUZZLE,4.4375,896.0,"100,000+",0,Everyone,20-Sep-18
3831,???? ???? ???? : ?????,GAME,WORD,4.504714489,56741.0,"1,000,000+",0,Everyone,27-Sep-18
3832,???? ???,GAME,EDUCATIONAL,4.434338093,3914.0,"100,000+",0,Everyone,19-Mar-16
3833,???? ?????? ??????,GAME,PUZZLE,4.360788822,862.0,"50,000+",0,Everyone,23-Sep-18
3834,??? ????? ?????,GAME,PUZZLE,4.45443964,6870.0,"100,000+",0,Everyone,23-Sep-18
3835,???? ???????,GAME,TRIVIA,4.45703125,3840.0,"500,000+",0,Everyone,9-Nov-17
3836,Find The Differences Part 7,GAME,PUZZLE,4.593725681,2582.0,"100,000+",0,Everyone,15-Jan-19
3837,????? ??????? 2,GAME,WORD,4.667403221,905.0,"50,000+",0,Everyone,2-Nov-17
3838,Find The Differences 5,GAME,PUZZLE,4.627520561,843.0,"50,000+",0,Everyone,5-Aug-18
3839,?? ????? ??????? ??????,GAME,EDUCATIONAL,4.404786587,961.0,"100,000+",0,Everyone,14-Mar-16
3840,Find The Differences 4,GAME,PUZZLE,4.51213789,1277.0,"100,000+",0,Everyone,25-Oct-17
3841,Find The Differences,GAME,PUZZLE,4.4015522,8761.0,"100,000+",0,Everyone,23-Oct-17
3842,????? ???????,GAME,WORD,4.578650475,9752.0,"100,000+",0,Everyone,5-Nov-17
3843,???? ????,GAME,EDUCATIONAL,4.4044137,8474.0,"100,000+",0,Everyone,22-Mar-16
3844,?? ????? ??????? ?????????,GAME,TRIVIA,4.655873775,13960.0,"1,000,000+",0,Everyone,11-Apr-16
3865,Does not Commute,GAME,RACING,3.988461971,156354.0,"5,000,000+",0,Everyone,13-Oct-15
3866,Beyondium,GAME,ARCADE,3.794871807,312.0,"10,000+",$1.99 ,Everyone,27-Apr-16
3867,Sprinkle Islands,GAME,PUZZLE,4.332154274,11025.0,"100,000+",$1.99 ,Everyone,3-Dec-14
3868,Sprinkle,GAME,PUZZLE,4.326968193,7698.0,"100,000+",$1.99 ,Everyone,9-Dec-13
3869,Granny Smith,GAME,ARCADE,4.671477318,42061.0,"500,000+",$1.99 ,Everyone,2-Dec-14
3870,PinOut,GAME,ARCADE,4.3008461,81909.0,"5,000,000+",0,Everyone,7-Nov-16
3871,Sprinkle Junior,GAME,PUZZLE,4.273605347,932.0,"10,000+",$1.99 ,Everyone,9-Dec-13
3877,Basketball Master-Star Splat!,GAME,SPORTS,4.167140007,8101.0,"1,000,000+",0,Teen,6-Mar-19
3878,Archery 3D - shooting games,GAME,ACTION,4.375102043,13503.0,"1,000,000+",0,Everyone,11-Dec-18
3879,Rage Racing 3D,GAME,RACING,4.255819798,49144.0,"5,000,000+",0,Everyone,23-Mar-17
3880,Coin Pusher Dozer,GAME,CASINO,4.101811886,1159.0,"100,000+",0,Teen,3-Jan-17
3881,Bike Race - 3d Racing,GAME,ACTION,4.531499386,8651.0,"1,000,000+",0,Everyone,11-Dec-18
3882,Jigsaw Cool Puzzles,GAME,PUZZLE,4.224489689,49.0,"10,000+",0,Everyone,29-Jun-17
3883,Billiard,GAME,SPORTS,4.411331654,51873.0,"1,000,000+",0,Everyone,12-Oct-17
3884,Bubble Shooter,GAME,CASUAL,4.427597523,4254.0,"500,000+",0,Everyone,17-Mar-17
3885,Crazy Racer 3D - Endless Race,GAME,RACING,3.907131433,154347.0,"10,000,000+",0,Everyone,28-Aug-17
3886,Badminton 3D,GAME,SPORTS,4.535361767,95498.0,"5,000,000+",0,Everyone,18-Feb-19
3887,Mad Animals,GAME,ACTION,4.050869465,7706.0,"100,000+",0,Teen,30-Aug-17
3888,Space Racing 3D - Star Race,GAME,RACING,4.033566475,110766.0,"5,000,000+",0,Everyone,21-Sep-17
3889,AdVenture Communist,GAME,SIMULATION,4.461729527,77305.0,"1,000,000+",0,Everyone,2-Apr-19
3890,Little Alchemist,GAME,ROLE_PLAYING,4.228055477,88860.0,"1,000,000+",0,Everyone,4-Sep-18
3891,Pocket Plants,GAME,SIMULATION,4.546357155,25789.0,"500,000+",0,Everyone,20-Apr-18
3892,Pocket Politics: Idle Money,GAME,SIMULATION,4.119473934,21670.0,"1,000,000+",0,Everyone,20-Feb-19
3893,Burrito Bison: Launcha Libre,GAME,ARCADE,4.791018009,393996.0,"10,000,000+",0,Everyone,7-Mar-19
3894,Alpha Squad 5: RPG & PvP Online Battle Arena,GAME,ROLE_PLAYING,4.093228817,2038.0,"100,000+",0,Everyone 10+,19-Mar-19
3896,BattleHand Heroes,GAME,ROLE_PLAYING,4.564657688,12976.0,"500,000+",0,Everyone 10+,20-Nov-18
3897,Idle Payday: Fast Money,GAME,SIMULATION,4.356115341,834.0,"100,000+",0,Everyone,28-Mar-19
3899,The Trail,GAME,SIMULATION,4.422958851,270251.0,"5,000,000+",0,Everyone,30-Aug-18
3900,Office Space: Idle Profits,GAME,SIMULATION,4.259390354,26836.0,"1,000,000+",0,Everyone,5-Dec-18
3901,Super Fancy Pants Adventure,GAME,ARCADE,3.671875,64.0,"1,000+",$4.99 ,Everyone,10-Jul-18
3902,Bit Heroes,GAME,ROLE_PLAYING,4.672734737,198805.0,"1,000,000+",0,Everyone 10+,10-Dec-18
3903,Realm Grinder,GAME,ROLE_PLAYING,4.412936211,34894.0,"1,000,000+",0,Everyone 10+,4-Feb-19
3904,Piece Out,GAME,PUZZLE,4.507269859,619.0,"50,000+",0,Everyone,24-May-18
3905,Bean's Quest,GAME,ARCADE,4.580031872,631.0,"10,000+",$2.99 ,Everyone,26-Sep-13
3906,Basket Fall,GAME,ARCADE,4.286579132,26921.0,"1,000,000+",0,Everyone,24-May-18
3907,High Risers,GAME,ARCADE,4.60124588,17976.0,"1,000,000+",0,Everyone,24-May-18
3908,Time Surfer,GAME,ARCADE,4.326273918,12796.0,"500,000+",0,Everyone,24-May-18
3909,Bean Dreams,GAME,ADVENTURE,4.263546944,2842.0,"100,000+",0,Everyone,24-May-18
3910,Wall Kickers,GAME,ACTION,4.627354622,1221.0,"100,000+",0,Everyone,31-Oct-18
3912,Baker's Dozen Solitaire,GAME,CARD,4.384615421,13.0,"1,000+",0,Everyone,14-Jan-19
3913,Forty Thieves Solitaire,GAME,CARD,4.161825657,241.0,"10,000+",0,Everyone,21-Feb-19
3914,Card Games Solitaire Pack,GAME,CARD,3.802325487,86.0,"10,000+",0,Everyone,14-Jan-19
3915,TriPeaks Solitaire,GAME,CARD,3.714285612,21.0,"1,000+",0,Everyone,8-Oct-18
3916,550+ Card Games Solitaire Pack,GAME,CARD,4.331586361,4961.0,"500,000+",0,Everyone,24-Feb-19
3917,Solitaire Classic,GAME,CARD,4.177474499,293.0,"50,000+",0,Everyone,14-Jan-19
3918,Jewels Frenzy,GAME,BOARD,4.097631454,3462.0,"100,000+",0,Everyone,17-Jan-19
3919,Golf Solitaire,GAME,CARD,4.195121765,41.0,"10,000+",0,Everyone,14-Jan-19
3920,Block Puzzle,GAME,PUZZLE,4.425000191,40.0,"5,000+",0,Everyone,14-Jan-19
3921,Ace In The Hole Solitaire,GAME,CARD,5,2.0,100+,0,Everyone,10-Oct-18
3922,Spider Solitaire,GAME,CARD,4.125,32.0,"1,000+",0,Everyone,14-Jan-19
3923,Pyramid Solitaire,GAME,CARD,3.94339633,159.0,"50,000+",0,Everyone,14-Jan-19
3924,Freecell Solitaire,GAME,CARD,4.096774101,31.0,"1,000+",0,Everyone,14-Jan-19
3925,Canfiled Solitaire,GAME,CARD,3.333333254,6.0,"1,000+",0,Everyone,2-Oct-18
3931,Smartish� Companion,GAME,TRIVIA,2,5.0,500+,0,Everyone,14-Mar-18
3933,Rocket League� Hot Wheels� RC Rivals Set,GAME,ACTION,3.599431753,352.0,"50,000+",0,Everyone,18-Feb-19
3934,Hot Wheels� Augmoto�,GAME,RACING,2,110.0,"5,000+",0,Everyone,18-Feb-19
3935,View-Master� Smithsonian�,GAME,EDUCATIONAL,3.882352829,17.0,"5,000+",0,Everyone,6-Jan-17
3937,View-Master Batman Animated VR,GAME,ADVENTURE,4.242236137,322.0,"50,000+",0,Everyone 10+,29-Jun-17
3941,Comic Maker for Minecraft,GAME,ADVENTURE,3.285714388,98.0,"10,000+",0,Everyone,30-Nov-18
3943,Bamseklubben � et b�rnespil fra TUI,GAME,CASUAL,3.5,2.0,"1,000+",0,Everyone,19-Jan-18
3946,Bamseklubben � et barnespill fra TUI,GAME,CASUAL,3.666666746,3.0,"1,000+",0,Everyone,19-Jan-18
3948,Bamse Club � lasten oma sovellus TUI-lta,GAME,CASUAL,4.461538315,13.0,"1,000+",0,Everyone,19-Jan-18
3949,Bamseklubben � ett barnspel fr�n TUI,GAME,CASUAL,4.048780441,41.0,"50,000+",0,Everyone,19-Jan-18
3997,Hello Vegas Slots � FREE Slots,GAME,CASINO,4.487838268,2179.0,"50,000+",0,Teen,28-May-18
3998,Take5 Free Slots � Real Vegas Casino,GAME,CASINO,4.57420063,28706.0,"1,000,000+",0,Teen,3-Apr-19
4082,Roulette Royale - FREE Casino,GAME,CASINO,4.219788074,140922.0,"10,000,000+",0,Teen,30-Jan-19
4127,LINES +,GAME,PUZZLE,4.394736767,38.0,"1,000+",0,Everyone,21-Jun-14
4129,Kids Learn Shapes FREE,GAME,EDUCATIONAL,3.819072485,10308.0,"5,000,000+",0,Everyone,17-Sep-18
4134,mini SOCCER,GAME,SPORTS,3.264178991,670.0,"50,000+",0,Teen,7-Jun-18
4135,Hangman Halloween,GAME,WORD,4.449999809,20.0,"1,000+",0,Everyone,7-Jun-18
4136,Hangman,GAME,WORD,3.592592478,81.0,"10,000+",0,Everyone,7-Jun-18
4137,Car Racing Turbo,GAME,RACING,3.768543243,6377.0,"1,000,000+",0,Teen,9-Jun-18
4138,Space Bugs Attack,GAME,ARCADE,3.591418028,536.0,"100,000+",0,Everyone,31-May-18
4145,Jewelz,GAME,PUZZLE,4.75,28.0,500+,0,Everyone,15-May-18
4154,Sn�fall,GAME,ACTION,4.352631569,380.0,"50,000+",0,Everyone,9-Dec-16
4181,Papi Break,GAME,ARCADE,3.891264439,1637.0,"100,000+",0,Everyone,28-Nov-14
4182,Bullet Boy,GAME,ARCADE,4.365337849,55086.0,"1,000,000+",0,Everyone,28-Jan-19
4183,Glow Hockey 2,GAME,ARCADE,4.027462482,428545.0,"10,000,000+",0,Everyone,29-Jan-16
4206,Appisodes: Sea Captain Mickey,GAME,CASUAL,3.333333254,3.0,500+,$4.99 ,Everyone,27-Nov-17
4207,Star Wars�: Jedi Challenges,GAME,ACTION,3.969305277,2476.0,"100,000+",0,Everyone,18-Dec-18
4208,Doc McStuffins: Baby Nursery,GAME,ROLE_PLAYING,4.206078529,10035.0,"1,000,000+",0,Everyone,17-Dec-18
4209,Appisodes: Crystal Mickey,GAME,CASUAL,3.35185194,54.0,"5,000+",$4.99 ,Everyone,21-Mar-17
4212,Castle of Illusion,GAME,ADVENTURE,4.181877613,36772.0,"500,000+",$4.99 ,Everyone,1-Dec-17
4230,Peter Rabbit -Hidden World-,GAME,PUZZLE,4.567457676,12519.0,"100,000+",0,Everyone,1-Apr-19
4257,?????????? ???????? ??????,GAME,SPORTS,3.309523821,42.0,"1,000+",0,Everyone,7-Aug-16
4265,"Bangla Quiz - WBCS,WB Police Constable,Health Exam",GAME,EDUCATIONAL,4.465346336,101.0,"10,000+",0,Everyone,20-Mar-19
4272,RT�jr Twig�n,GAME,EDUCATIONAL,3.35483861,31.0,"1,000+",0,Everyone,13-Nov-14
4328,Poly Star!,GAME,ARCADE,4.479166508,48.0,"1,000+",0,Everyone,22-Feb-17
4329,Toast!,GAME,ADVENTURE,4.291434765,899.0,"100,000+",0,Everyone,5-Sep-17
4334,Frostfire Free,GAME,PUZZLE,3.84375,32.0,"1,000+",0,Everyone,9-Dec-16
4335,Switch Hook,GAME,PUZZLE,3.843478203,345.0,"10,000+",0,Everyone 10+,4-Apr-16
4336,Frostfire,GAME,PUZZLE,4.5,8.0,50+,$1.49 ,Everyone,9-Dec-16
4353,Most Addictive Game,GAME,CASUAL,3.162004709,1716.0,"100,000+",0,Everyone,17-Oct-17
